path,pH,well,hour,split
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W24.JPG,5,24,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W24.JPG,5,24,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W24.JPG,5,24,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W24.JPG,5,24,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W24.JPG,5,24,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W24.JPG,5,24,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W24.JPG,5,24,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W25.JPG,5,25,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W25.JPG,5,25,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W25.JPG,5,25,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W25.JPG,5,25,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W25.JPG,5,25,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W25.JPG,5,25,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W25.JPG,5,25,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W25.JPG,5,25,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W25.JPG,5,25,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W25.JPG,5,25,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W25.JPG,5,25,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W26.JPG,5,26,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W26.JPG,5,26,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W26.JPG,5,26,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W26.JPG,5,26,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W26.JPG,5,26,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W26.JPG,5,26,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W26.JPG,5,26,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W26.JPG,5,26,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W26.JPG,5,26,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W26.JPG,5,26,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W26.JPG,5,26,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W27.JPG,5,27,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W27.JPG,5,27,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W27.JPG,5,27,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W27.JPG,5,27,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W27.JPG,5,27,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W27.JPG,5,27,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W27.JPG,5,27,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W27.JPG,5,27,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W27.JPG,5,27,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W27.JPG,5,27,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W27.JPG,5,27,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W29.JPG,5,29,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W29.JPG,5,29,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W29.JPG,5,29,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W29.JPG,5,29,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W29.JPG,5,29,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W29.JPG,5,29,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W29.JPG,5,29,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W29.JPG,5,29,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W29.JPG,5,29,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W29.JPG,5,29,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W29.JPG,5,29,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W30.JPG,5,30,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W30.JPG,5,30,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W30.JPG,5,30,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W30.JPG,5,30,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W30.JPG,5,30,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W30.JPG,5,30,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W30.JPG,5,30,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W30.JPG,5,30,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W30.JPG,5,30,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W30.JPG,5,30,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W30.JPG,5,30,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W31.JPG,5,31,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W31.JPG,5,31,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W31.JPG,5,31,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W31.JPG,5,31,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W31.JPG,5,31,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W31.JPG,5,31,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W31.JPG,5,31,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W31.JPG,5,31,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W31.JPG,5,31,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W31.JPG,5,31,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W31.JPG,5,31,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W32.JPG,5,32,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W32.JPG,5,32,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W32.JPG,5,32,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W32.JPG,5,32,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W32.JPG,5,32,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W32.JPG,5,32,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W32.JPG,5,32,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W32.JPG,5,32,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W32.JPG,5,32,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W32.JPG,5,32,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W32.JPG,5,32,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W33.JPG,5,33,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W33.JPG,5,33,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W33.jpg,5,33,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W33.JPG,5,33,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W33.JPG,5,33,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W33.JPG,5,33,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W33.JPG,5,33,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W33.JPG,5,33,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W33.JPG,5,33,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W33.JPG,5,33,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W33.JPG,5,33,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W34.JPG,5,34,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W34.JPG,5,34,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W34.JPG,5,34,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W34.JPG,5,34,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W34.JPG,5,34,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W34.JPG,5,34,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W34.JPG,5,34,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W34.JPG,5,34,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W34.JPG,5,34,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W34.JPG,5,34,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W34.JPG,5,34,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W36.JPG,5,36,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W36.JPG,5,36,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W36.JPG,5,36,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W36.JPG,5,36,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W36.JPG,5,36,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W36.JPG,5,36,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W36.JPG,5,36,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W36.JPG,5,36,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W36.JPG,5,36,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W36.JPG,5,36,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W36.JPG,5,36,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W37.JPG,5,37,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W37.JPG,5,37,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W37.JPG,5,37,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W37.JPG,5,37,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W37.JPG,5,37,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W37.JPG,5,37,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W37.JPG,5,37,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W37.JPG,5,37,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W37.JPG,5,37,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W37.JPG,5,37,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W37.JPG,5,37,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W40.JPG,5,40,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W40.JPG,5,40,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W40.JPG,5,40,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W40.JPG,5,40,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W40.JPG,5,40,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W40.JPG,5,40,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W40.JPG,5,40,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W40.JPG,5,40,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W40.JPG,5,40,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W40.JPG,5,40,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W40.JPG,5,40,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W42.JPG,5,42,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W42.JPG,5,42,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W42.JPG,5,42,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W42.JPG,5,42,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W42.JPG,5,42,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W42.JPG,5,42,95,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W42.JPG,5,42,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W42.JPG,5,42,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W42.JPG,5,42,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W42.JPG,5,42,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W44.JPG,5,44,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W44.JPG,5,44,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W44.JPG,5,44,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W44.JPG,5,44,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W44.JPG,5,44,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W44.JPG,5,44,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W44.JPG,5,44,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W44.JPG,5,44,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W44.JPG,5,44,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W44.JPG,5,44,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W44.JPG,5,44,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W45.JPG,5,45,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W45.JPG,5,45,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W45.JPG,5,45,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W45.JPG,5,45,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W45.JPG,5,45,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W45.JPG,5,45,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W45.JPG,5,45,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W45.JPG,5,45,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W45.JPG,5,45,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W45.JPG,5,45,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W45.JPG,5,45,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W47.JPG,5,47,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W47.JPG,5,47,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W47.JPG,5,47,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W47.JPG,5,47,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W47.JPG,5,47,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W47.JPG,5,47,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W47.JPG,5,47,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W47.JPG,5,47,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W47.JPG,5,47,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W47.JPG,5,47,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W47.JPG,5,47,264,train
Preprocessed_Data/0 hr/pH5 Hydrolytic/cropped_0hr_pH5_W48.JPG,5,48,0,train
Preprocessed_Data/24 hr/pH5 Hydrolytic/cropped_24hr_pH5_W48.JPG,5,48,24,train
Preprocessed_Data/30 hr/pH5 Hydrolytic/cropped_30hr_pH5_W48.JPG,5,48,30,train
Preprocessed_Data/48 hr/pH5 Hydrolytic/cropped_48hr_pH5_W48.JPG,5,48,48,train
Preprocessed_Data/72 hr/pH5 Hydrolytic/cropped_72hr_pH5_W48.JPG,5,48,72,train
Preprocessed_Data/95 hr/pH5 Hydrolytic/cropped_95hr_pH5_W48.JPG,5,48,95,train
Preprocessed_Data/120 hr/pH5 Hydrolytic/cropped_120hr_pH5_W48.JPG,5,48,120,train
Preprocessed_Data/168 hr/pH5 Hydrolytic/cropped_168hr_pH5_W48.JPG,5,48,168,train
Preprocessed_Data/192 hr/pH5 Hydrolytic/cropped_192hr_pH5_W48.JPG,5,48,192,train
Preprocessed_Data/216 hr/pH5 Hydrolytic/cropped_216hr_pH5_W48.JPG,5,48,216,train
Preprocessed_Data/264 hr/pH5 Hydrolytic/cropped_264hr_pH5_W48.JPG,5,48,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W1.JPG,6,1,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W1.JPG,6,1,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W1.JPG,6,1,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W1.JPG,6,1,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W1.JPG,6,1,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W1.JPG,6,1,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W1.JPG,6,1,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W1.JPG,6,1,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W1.JPG,6,1,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W1.JPG,6,1,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W1.JPG,6,1,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W2.JPG,6,2,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W2.JPG,6,2,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W2.JPG,6,2,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W2.JPG,6,2,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W2.JPG,6,2,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W2.JPG,6,2,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W2.JPG,6,2,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W2.JPG,6,2,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W2.JPG,6,2,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W2.JPG,6,2,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W2.JPG,6,2,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W4.JPG,6,4,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W4.JPG,6,4,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W4.JPG,6,4,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W4.JPG,6,4,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W4.JPG,6,4,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W4.JPG,6,4,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W4.JPG,6,4,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W4.JPG,6,4,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W4.JPG,6,4,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W4.JPG,6,4,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W4.JPG,6,4,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W7.JPG,6,7,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W7.JPG,6,7,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W7.JPG,6,7,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W7.JPG,6,7,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W7.JPG,6,7,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W7.JPG,6,7,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W7.JPG,6,7,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W7.JPG,6,7,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W7.JPG,6,7,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W7.JPG,6,7,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W7.JPG,6,7,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W9.JPG,6,9,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W9.JPG,6,9,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W9.JPG,6,9,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W9.JPG,6,9,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W9.JPG,6,9,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W9.JPG,6,9,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W9.JPG,6,9,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W9.JPG,6,9,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W9.JPG,6,9,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W9.JPG,6,9,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W9.JPG,6,9,264,train
Preprocessed_Data/0 hr/pH6 Hydrolytic/cropped_0hr_pH6_W10.JPG,6,10,0,train
Preprocessed_Data/24 hr/pH6 Hydrolytic/cropped_24hr_pH6_W10.JPG,6,10,24,train
Preprocessed_Data/30 hr/pH6 Hydrolytic/cropped_30hr_pH6_W10.JPG,6,10,30,train
Preprocessed_Data/48 hr/pH6 Hydrolytic/cropped_48hr_pH6_W10.JPG,6,10,48,train
Preprocessed_Data/72 hr/pH6 Hydrolytic/cropped_72hr_pH6_W10.JPG,6,10,72,train
Preprocessed_Data/95 hr/pH6 Hydrolytic/cropped_95hr_pH6_W10.JPG,6,10,95,train
Preprocessed_Data/120 hr/pH6 Hydrolytic/cropped_120hr_pH6_W10.JPG,6,10,120,train
Preprocessed_Data/168 hr/pH6 Hydrolytic/cropped_168hr_pH6_W10.JPG,6,10,168,train
Preprocessed_Data/192 hr/pH6 Hydrolytic/cropped_192hr_pH6_W10.JPG,6,10,192,train
Preprocessed_Data/216 hr/pH6 Hydrolytic/cropped_216hr_pH6_W10.JPG,6,10,216,train
Preprocessed_Data/264 hr/pH6 Hydrolytic/cropped_264hr_pH6_W10.JPG,6,10,264,train
